Country,Energy Type,Year,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,R&D Expenditure,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Urbanization Rate,Industrialization Rate,Renewable Energy Patents,Educational Level,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Government Policies,Renewable Energy Targets,Energy Efficiency Programs,Energy Market Liberalization,Technology Transfer Agreements,Renewable Energy Education Programs,Natural Disasters,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
Australia,Geothermal,2002.0,70944.67857269046,20885.815712513417,4251553077.087808,757356963.0,49149774245337.44,405923.13186270144,52622.63124671687,29626.11632835223,336110.26414086676,297337.3333333333,5593985685.532437,10.487197186509512,1303.6436702539315,203.69027251215093,8.990514741624914,41.028822875291134,11.803259057975376,37.45397352103288,451.859778408291,0.6594879943533827,0.2195751075651313,516474447.86741024,632086857.2568715,3.4753486795407063,67.60954405648552,32.05949805644092,355.0,4.256164810618944,27.00518749677521,38.42006421875923,36.73231795096584,7.026804739290479,5.184206448308459,4.405874582413497,5.244290261418669,6.046540342868435,21.076570023995693,59.551703806364024,69.5262113734686,808.6666666666666,56.666666666666664,6348.333333333333,247973.66666666666,31.634408476617654,0,0,1,0,1,1,1,1,1
Australia,Hydro,2002.0,42666.68124288369,29532.66540938481,3805080063.117057,678448396.6,85984273888604.81,535384.7872742076,71174.80880590699,59581.794598728324,497209.6449233275,617882.4,3771933424.6416044,5.945447022464263,2066.976327171953,173.07999928324472,4.28595899185751,77.43137948295077,36.37874856881888,59.47981204422575,583.0413315957146,0.5415115251423758,0.3122147703000135,497976767.60569173,503873720.7509408,5.218833667596357,34.77199641773306,32.82652899268802,619.6,6.166212205674107,50.15475087371648,28.828164585282206,61.47814048424366,6.802797592117065,5.398588922822473,6.378851241113115,5.242635829606457,6.7101640954312884,64.78335077325498,28.58693579551894,52.33070689912297,383.8,40.0,5436.6,477062.2,51.903767591014415,0,0,0,0,0,0,0,1,1
Australia,Solar,2002.0,36662.01601861712,28391.666589780598,7353967798.384527,977978449.25,90856794478660.97,448729.2337276569,63765.0244783246,66621.55291476549,600722.5413836059,500005.0,5650592733.819071,15.629328753810716,2202.222070417344,248.62138679077816,9.241902399816954,45.46142755223147,62.26150704682332,57.864692902329736,457.7603868057711,0.4171358950084232,0.13573653255369003,608136072.0639387,281462020.93955886,4.2839697013011815,28.298618320813077,33.68233646011012,375.5,3.527246367313732,60.998812107666836,67.58086410617516,39.65173051568568,6.157310646388626,5.339159016788611,4.442177751319534,7.563256650437008,5.185796516715164,69.28514063597429,34.88822853840942,60.14258422905041,491.0,35.0,2484.75,409436.0,64.76461589816927,1,0,0,0,0,0,0,0,0
Australia,Biomass,2003.0,62183.631990681526,32791.97019792127,1354450592.5913525,869695193.75,81070301720628.2,561637.7481523015,45901.86860295049,60904.73282435518,579677.0489320975,469274.25,3886369774.857706,26.39971629091564,1350.8229411112213,175.7436653984687,7.48116577333073,46.360124533017526,47.92209763612639,47.01426633680845,336.1930456398465,0.4702523207482791,0.2912576948733632,511764388.7900901,435194497.54122615,5.754287130709216,55.75018300061638,43.154586155115204,433.75,5.434906830509729,67.43640805419386,46.841095969812145,68.79005555532937,5.545759094742152,3.8785265267245235,4.848687049878919,6.251348754722477,8.135055452489464,48.46816608933044,57.08075654310522,69.20491160986444,583.75,67.5,4121.75,686970.5,37.14760827094822,1,1,0,0,0,0,0,0,0
Australia,Geothermal,2003.0,58251.60225149139,31181.7208184536,2850111385.1142054,340582038.0,27764958072773.465,452270.0452340039,76202.16395829017,24144.206109045303,36736.09835369134,568155.0,6408393963.055103,-9.01102220814509,2590.611144436183,212.31930943393803,4.500275257454617,40.23953578676347,5.562926679806212,97.83689713913527,512.2096985254292,0.1023151821974508,0.1752756094440273,287090464.3359996,379966005.467934,0.909731138342168,46.93819210505886,18.55342760966404,981.0,4.175311481235453,28.040471698375413,14.675057338995211,66.78192428902163,2.37283665258342,2.716847039107681,0.0161694101173348,4.83096273827814,8.296073474782956,75.82526690799727,6.503310137539476,38.49877520458752,868.0,25.0,7709.0,931825.0,3.375626626892003,1,0,0,1,0,0,0,0,1
Australia,Hydro,2003.0,60951.15696742387,37042.076599518376,9386500422.766932,1192671328.0,49557653086134.766,716250.734602843,30622.435320580036,67297.00349227303,116202.51727484068,369546.0,5423400436.673046,22.87135829940224,2361.276380827264,289.3035341542625,8.775176035676965,86.22530015979008,58.59558558190581,60.862645499701806,99.9714338999934,0.7003405482953309,0.1903016825088578,838483243.2264968,756110655.4091213,5.322376283027513,17.906371212018524,69.06609969301417,582.0,7.043766567721839,93.78409631908475,23.31185553400662,85.52617818717238,0.4869462573521954,9.313636766002665,1.2501374803063692,1.2280082373857748,5.002344402079403,44.55429575644138,90.63503643410726,4.337224415175555,479.0,23.0,7868.0,141386.0,97.13104910002384,0,1,1,1,0,1,0,1,0
Australia,Solar,2003.0,29215.1482357184,34812.74700339234,1340178146.7365324,1088204978.0,161982900911412.94,291940.8434329308,18554.96796450216,28883.428131481847,758916.3312231053,516092.0,5480937928.396929,29.91355351006612,1394.2212299820253,164.64746954046626,9.771220823090893,85.19577951252163,50.564855539939735,77.16295069502559,653.6352624099086,0.4505822991087989,0.2451115564062851,229261959.73304367,480736505.0738419,0.3422091035300412,19.558675622800724,99.46464047455147,518.0,3.3719055230137407,86.31654163212255,6.3577545842122944,97.2857678670859,7.12355561274877,9.68181605391648,9.27599724613308,1.964503021172208,7.81659673188736,58.4659696787561,69.72197128778234,55.89435492296844,917.0,63.0,1112.0,567561.0,63.028889531223065,0,1,1,0,0,0,1,0,0
Australia,Wind,2003.0,75442.88199224575,20862.13482736139,5641678192.429988,402717592.0,87033097207477.3,701580.1015181566,49704.40259750378,40793.28270447153,536945.942744297,227024.0,8584443263.058558,26.80697512044177,2330.407672351081,289.3758691187704,12.289297885145611,38.75893934862402,23.444655532171527,68.95042604871017,684.3867943653877,0.416836856766298,0.39807311277723545,601106509.0871322,813508454.5965881,4.989642850270213,50.39812689331095,11.502738866096806,615.0,7.053659033296321,54.899773716553874,45.45994873791365,70.9375159866991,2.6925221075021075,6.5417715101728,1.3754268092515087,4.4137523315718115,1.2813844045210943,33.32947673346358,28.940558340662744,78.56765285087376,812.5,32.5,5934.5,593567.0,50.147468084121925,0,0,0,0,0,0,0,0,0
Australia,Biomass,2004.0,17475.152573013173,21746.038217390545,4687319257.04009,739319826.75,85615749639497.22,487474.82772411546,26827.548968290866,52545.493410985415,412332.90667083644,531475.25,5331720005.112347,10.810305755438478,1450.8925482947807,185.60189100443537,3.9351173592088267,51.431790337186285,43.976898428034175,54.95250158662911,545.5393144837014,0.48007329733837245,0.3094364264498921,424815534.1732208,766282392.1125443,3.3766882996582077,53.95369760344239,37.55948619023583,474.0,3.9489860078666217,32.15490855830498,61.24166117355887,44.19127811474951,5.074008300136911,4.503836659240253,6.196548263774114,6.283473644506629,5.053619184890124,48.83312944988521,51.540502854371745,51.2600292324969,494.5,48.25,4987.75,613533.0,40.212208058238055,1,0,1,0,0,0,1,0,0
Australia,Geothermal,2004.0,51935.74262464309,17881.479001064734,3552905795.989654,865140205.5,94223799563880.06,661211.8679167568,9102.27391163141,55745.46469668149,623148.9639965119,513281.5,7155152369.813802,13.459089715427483,2270.6915347979057,218.30072835625083,6.737998912161138,58.10550600135939,69.42870185330759,67.37764747152949,334.99837079795736,0.5277348949439166,0.12023222640051885,651722144.1709887,445261012.34722745,4.311981992309372,62.844898290810654,47.051230519903996,451.75,6.165048875515607,46.55665628128803,50.80285876284888,34.915138841569764,2.753452337173448,4.942045647537018,6.25252813392374,5.749930225829525,5.925754229558612,58.46725017391323,49.11380354779199,20.30891450629889,483.5,66.5,1308.5,165114.0,46.880325384340594,0,0,1,0,0,0,0,0,0
Australia,Hydro,2004.0,20106.79303605153,19285.226582982395,4256856310.3357606,387546150.5,122510081557176.47,387105.9335864389,58473.6712141576,60160.22194044212,311293.96422050835,64850.0,6362349330.698053,2.229501740012378,529.8302149053512,142.05970764055405,11.654271845961844,31.696790917946394,60.77164944003141,37.74353841207304,277.2484104861732,0.5186726816568112,0.09162542208952434,402293969.13042337,172371848.2043038,3.6156070576501387,94.28919963963813,62.13385018842891,619.0,8.084839825644409,48.55217222232562,12.236194731342136,77.73637485200808,5.8375173660090915,4.238740581044762,6.311978671368605,4.9030048818500225,3.6298667219855263,32.77704401646018,23.880097736860726,88.53213843470434,693.5,17.0,5321.5,317731.0,54.8605556347614,1,1,0,1,0,0,0,0,0
Australia,Wind,2004.0,61537.81802585694,16535.238484335252,6693958809.515882,879746109.0,193798018344069.1,899356.2258052473,23133.535296136564,59864.578070764175,123374.79750906253,49809.0,4006562440.3998456,4.513168156197992,1691.10265901003,215.6042701666725,5.197976073053757,9.660985645213929,63.3125826286272,55.615319144741534,674.3314630615625,0.3687198690942339,0.3864509624935969,474673841.50195897,943593389.67385,0.6466424245839941,44.01316409814184,8.07945572052866,977.0,6.469922702053276,87.99623355453727,64.16245402455372,59.58180428848233,7.215353606752228,1.6855761271572556,9.367982506619438,0.1415746420446995,9.726964857334249,4.158278102880175,39.47321511454636,31.28018548023822,40.0,95.0,2409.0,159607.0,68.89540933663623,0,1,1,1,1,1,1,0,0
Australia,Biomass,2005.0,44414.337117043666,27375.748116355666,3840702740.227158,842449101.0,141347255462895.12,528259.8612971985,52604.77104687289,39743.835688653264,264976.8194287387,608100.25,5680692102.549917,23.98165509040274,1051.9816050124978,226.86523177976485,9.01975571371929,63.11631895878301,74.45758146544355,52.50038312853329,558.5501771258326,0.5191999811851944,0.25530764775360787,592218595.1511452,357470998.7716197,3.379336054309738,62.809225646087256,59.700201104814234,616.0,7.155094509361822,35.146567799697934,55.42339920075136,38.17932977998993,5.794246525283857,5.015831667993381,4.850625939704171,6.14757226457817,4.521911312261828,26.609732078518533,34.42223662027278,42.7045796286133,636.0,44.25,6182.5,417863.25,44.5357966413128,0,1,1,1,0,1,0,0,0
Australia,Geothermal,2005.0,25262.74413913132,35627.94538654124,1050465846.5126814,427686393.0,187414117339668.44,143117.04541437732,65649.94433323649,95845.3334709124,997991.7818824196,437767.0,1573407735.905029,10.09972101093136,576.9281065713676,185.7224839522421,2.724997032037872,79.64329013821227,18.97950918492054,62.19499082461092,354.51946935719144,0.5902162019967064,0.0945410815407932,925493150.9826162,669740484.0721853,2.627904294301037,79.17758472819982,80.35007706391782,272.0,4.9281090328899415,5.577386594577726,67.08121661668899,81.38591871521368,9.784800399845118,7.11930559609355,3.3619999946839174,7.270301277267347,2.909483447240841,83.86023333940976,79.07332992121437,49.46271983907658,368.0,54.0,5464.0,868047.0,48.81174827495089,0,1,0,0,0,0,1,1,0
Australia,Hydro,2005.0,58206.84636317423,16426.992888097753,6220237038.670822,701548496.6666666,94393665684711.42,427019.15693362633,56511.57709126511,71375.23532271528,605869.3932958645,618989.6666666666,4403694907.282955,20.299654670158215,1451.3510516704484,212.18503040408464,5.906666520301635,39.7055863372341,27.08425353572072,80.28959991949948,575.1034057402172,0.5772806752155915,0.34426242791511347,607983048.4998118,514018660.9668372,4.258633221751101,50.892374266028774,47.81952942473894,738.0,1.6736460338145098,68.49213781912088,34.1861886111079,59.096033033800076,7.327581095415007,5.172369254669252,7.454546150902036,3.9555471677474308,4.8246285622409415,43.6748204918945,41.036041439731484,74.06223424875454,198.33333333333334,46.0,7182.666666666667,716163.3333333334,52.304792324513876,0,1,0,1,1,0,1,0,1
Australia,Wind,2005.0,29670.896751038563,15484.859375670045,1307394043.5581272,1156976030.0,71128095262518.64,531789.0059727271,11394.913617937513,60794.5548543034,845242.4142591371,907533.0,1287827495.0641944,23.445874242459876,2039.1274151022449,102.24731171285086,5.001373121510439,21.45266046112849,67.5223711654981,19.07792078794556,832.7720630609524,0.9534374294951296,0.2408303400169289,402828011.3608354,320811577.67715114,9.386772431409256,95.72921782196336,93.525362224407,246.0,1.4539456307522247,42.92473069307328,58.47832135622334,60.6645352016356,9.70796924146455,3.6335772539740976,4.533230665391034,9.038573001501325,5.096957178410186,78.00430025600265,5.825153512337156,57.7475508486725,332.0,18.0,7512.0,39227.0,84.37263895405106,0,1,0,1,0,1,0,1,0
Australia,Biomass,2006.0,90149.40833429732,7759.766624566627,5603858410.635662,1021528339.0,12272721255604.717,960011.5275468526,53253.19352469201,30990.10790706976,468837.9756089812,711468.0,8758333973.371754,34.15227742170143,586.3224376637943,102.52138642241904,2.0950609094777324,75.5404985938147,3.062694685031564,85.1851916996065,952.9294884589044,0.3650392937259074,0.0580001536367598,521075903.7693418,580309114.6227586,8.093502426911757,14.916025322215951,98.73109696674187,763.0,8.280570021887527,11.301219812907735,28.018934264032023,14.97206769293966,6.115163123970389,2.96996464368277,8.537023550432389,9.7238912498709,8.280151131070253,8.257541895056574,72.03380372158432,4.96117293565479,378.0,41.0,6007.0,159979.0,56.43204043065778,1,0,0,0,1,1,1,1,0
Australia,Geothermal,2006.0,37892.93186349756,36216.12024603187,6441563353.2919,1005381161.0,82825055300950.84,731410.0104418983,4751.899977540952,28175.279560848303,86460.22023019283,802834.0,4493669585.178501,0.926004508796133,2001.9792632856863,200.80889670767897,11.19467137665628,68.38662590575895,77.53390121536553,17.64905317788914,327.7814656812009,0.0471286760341979,0.0646708261674333,593216185.7115726,48650103.42800328,1.7980070489620104,24.05960434925052,48.33869933729154,478.0,6.16857361405104,48.610837216044665,19.79300428805091,6.34437317955906,1.9180434486238007,7.229494354552578,9.682389182042876,6.254803279773955,2.0671123728519403,54.90720304711533,88.54061721573716,53.180931548834,209.0,85.0,6605.0,509857.0,60.64952191797303,0,0,1,1,0,0,1,0,1
Australia,Hydro,2006.0,29662.024630144722,24034.76404857248,4683889691.027024,790325397.0,81420515970616.69,396036.70761137514,51242.12887040537,46361.71721637486,185035.4422966494,586015.0,4074951484.195853,25.31262977079658,1012.1600483062414,209.30479087778883,5.074714879876946,56.45519132593464,36.51982900318375,19.12917901950042,388.41179635012315,0.39683420266302977,0.323514991022577,110551044.60633442,510133159.1784057,2.528541380903498,89.69172851036637,28.323209355300005,622.5,4.544753609958372,45.15877339580548,27.595692927645814,39.32460664497624,4.432186728830564,5.178714599618955,7.950779288109971,4.858480675714704,6.267500081651528,27.894653771407782,63.41140179222083,14.40645016582614,391.0,58.5,7250.5,788261.5,61.25227996259095,0,0,0,0,0,0,0,0,0
Australia,Solar,2006.0,85623.35220979428,30855.88157537076,5733505749.370054,130035215.0,70181679289489.63,18475.308328739586,72420.57785570307,42854.737124113526,654926.4472063545,344411.5,7952715774.333487,-2.1373458140225505,793.4755857214101,207.25590537845636,9.30793915897188,50.289476478407515,19.719925038911853,54.79012949539987,318.1532584749495,0.36797137166237737,0.2595883517476959,563494581.7807512,802353698.8093995,4.335573682975091,45.108339125892186,70.96828964854251,336.0,2.9258256623570214,37.30002695793622,55.08076137748724,69.14723493462269,8.30840898455457,4.153930674131015,3.081848652768273,5.868180053233801,1.7194799556826714,62.97051509166408,59.108743106183944,79.79657543473178,190.0,32.0,7102.0,504597.5,10.227092031846567,0,0,0,0,0,0,0,1,0
Australia,Wind,2006.0,34835.98848031349,37772.39914385041,3397256108.3229303,812122225.0,52388587361779.664,346226.8779481913,48434.89723379137,36932.127483370285,761785.7768462085,588352.5,1434330108.5017536,8.966844247338184,1313.8360842179832,273.5121134480285,4.059632395001821,53.40591990720901,64.48077727810575,56.34987978513725,485.15630833991014,0.22497096406939376,0.21991664519431542,263188668.097734,767861249.362705,6.488163309921735,75.18026207281545,23.73657125216601,247.5,6.343888316435438,47.11626391937511,43.90206473855841,47.9311344319339,3.77503825595847,6.9899561144086215,6.805838892057146,3.616376456894961,4.351279378367741,5.55282135003689,21.702415489217373,30.70243689335274,489.0,62.5,5573.0,619102.0,38.523994140552226,1,1,1,0,1,0,0,1,0
Australia,Biomass,2007.0,30522.4352451012,9057.727719252483,7461167473.992771,91912425.0,145457622444806.94,932834.6068764032,28038.771323534016,89022.58751661092,396534.4817367518,713616.0,6582553802.319435,14.703564786389144,2112.7683026114046,132.23717397526624,4.101563214490916,92.5148539550459,3.47048201783694,54.063094471590325,621.3155806893074,0.5878157015119468,0.2709672777388363,290306259.68375206,428950484.5691783,5.4470750774287024,31.808320074267428,30.55510990561532,30.0,6.870864813614563,68.0836622484329,80.65462673564159,88.68567533109743,1.9441601051285309,9.529292223684054,7.027454627765487,6.095152445698816,1.8357952977567205,47.892555859638975,46.105538600460925,31.154396479605527,313.0,81.0,7831.0,979020.0,66.51897350412,0,1,1,1,1,1,1,0,1
Australia,Geothermal,2007.0,48691.08381345686,22611.63518416261,4913619711.61422,1207866460.5,55349378536789.9,536535.2536292175,55575.20223082852,70064.23521100555,742695.158562829,756087.0,4294013813.6834154,15.560300376503946,1510.905417665875,254.08053647844682,8.38121716462089,36.168155866184144,44.89450596170093,46.80416735505882,575.7262882510108,0.7973084838702644,0.4471825351654764,633218423.4462891,443319244.8451122,2.1031080734831025,38.3294193272566,39.047088454105136,444.5,5.193448732522534,40.00587356019582,67.16971196349692,50.21860399373101,2.646480736200624,4.2922226677135535,4.443135700269809,8.835807282437138,7.948290271559532,67.70768066220906,42.203421417462984,87.96195807113997,286.5,71.0,5904.0,624861.5,46.14879102313556,0,0,0,0,0,1,0,0,1
Australia,Hydro,2007.0,59493.18057821567,13513.117493878608,232934345.9837134,741405971.0,118198678537636.2,726757.4731727535,2299.130276467676,28709.521647139703,705960.1257478041,387819.0,1656870883.9144232,-4.52004597081377,1792.1277423752151,183.420934446599,7.902323638225914,31.856236069431954,69.23323611228483,79.72651570119422,724.1460675712493,0.393845782051236,0.0591521355347942,125254412.30345131,921953731.2168772,8.915543727491567,89.32316549410059,58.32056588720344,233.0,1.6200831900823376,93.13917107421824,54.47766484181719,61.779722373078414,9.460758252955204,2.025370218490417,5.782344961755125,7.735037344152447,0.5059214353990882,40.55595002596888,11.82811427220798,66.08091098460271,154.0,12.0,899.0,77741.0,10.377607412704482,1,1,1,1,1,1,1,0,0
Australia,Solar,2007.0,34253.15755277573,25997.974091027892,6050837330.405533,583098079.6666666,83907289882857.22,675225.2814477532,43573.43804320565,68436.0584052546,330735.4704902807,125643.33333333333,3414928675.298984,25.09365999144713,1668.803413858671,172.62620687593608,2.9876266838548773,59.75260521503568,28.42196362259445,38.78503325677119,869.2930653008016,0.45022875573039417,0.24290275988447055,449490326.89402646,272674709.70546865,5.043788691285871,62.92411795368265,48.68939138263213,573.3333333333334,4.1450847757282245,58.934699636511475,76.83869547172361,58.72472546384779,5.205065391864629,6.768841678382761,4.879726311510168,2.243932632577152,2.7295206778359287,58.5345692252412,39.63270394250751,30.00214604778284,407.6666666666667,58.0,2335.0,596345.6666666666,41.58425436677299,0,1,0,1,0,1,0,1,1
